,id_cliente,cancelacion,genero,adulto_mayor,tiene_pareja,tiene_dependientes,antiguedad,servicio_de_telefono,lineas_multiples,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,periodicidad_de_contrato,factura_electronica,forma_de_pago,cargos_mensuales,cargos_totales,cargos_diarios
176,0277-BKSQP,0,Masculino,0,1,1,8,1,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque electrónico,54.4,475.1,1.7871222076215505
177,0277-ORXQS,0,Masculino,0,1,1,66,0,2,DSL,0,0,0,1,1,1,Bienal,0,Tranferencia electrónica,50.55,3364.55,1.6606438896189224
178,0278-YXOOG,1,Masculino,0,0,0,5,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,21.05,113.85,0.6915243101182654
179,0280-XJGEX,1,Masculino,0,0,0,49,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Tranferencia electrónica,103.7,5036.3,3.4067017082785807
180,0281-CNTZX,0,Masculino,0,1,0,63,1,0,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,19.95,1234.8,0.6553876478318003
181,0282-NVSJS,0,Femenino,1,1,1,12,0,2,DSL,0,0,0,1,0,0,Mensual,1,Cheque,29.3,355.9,0.9625492772667542
182,0285-INHLN,0,Masculino,0,1,1,27,1,0,DSL,1,1,0,0,0,0,Mensual,1,TDC,54.75,1510.3,1.7986202365308803
183,0289-IVARM,0,Femenino,0,0,0,35,1,0,DSL,1,1,1,0,0,0,Mensual,0,Cheque electrónico,60.55,1982.6,1.9891590013140603
184,0292-WEGCH,0,Femenino,0,1,1,54,1,1,DSL,0,1,1,1,1,1,Mensual,1,Cheque electrónico,86.2,4524.05,2.8318002628120893
185,0295-PPHDO,1,Masculino,0,0,0,1,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.45,95.45,3.135676741130092
186,0295-QVKPB,0,Masculino,0,0,0,5,1,0,DSL,0,0,1,1,1,0,Mensual,1,TDC,63.95,318.1,2.100854139290407
187,0297-RBCSG,0,Masculino,0,0,0,19,1,0,DSL,0,1,0,1,0,1,Anual,1,Tranferencia electrónica,65.35,1231.85,2.1468462549277265
188,0298-XACET,0,Masculino,0,1,1,52,0,2,DSL,0,1,1,1,1,0,Bienal,0,Cheque,50.2,2554.0,1.6491458607095926
189,0301-FIDRB,0,Femenino,0,1,1,72,0,2,DSL,1,1,1,1,1,1,Bienal,1,Tranferencia electrónica,63.8,4684.3,2.09592641261498
190,0301-KOBTQ,0,Masculino,0,0,0,32,1,0,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,20.05,614.45,0.6586727989487516
191,0302-JOIVN,1,Femenino,0,1,0,8,1,0,Fibra óptica,0,1,1,0,1,1,Mensual,0,Cheque electrónico,101.15,842.9,3.3229303547963207
192,0303-UNCIP,0,Masculino,0,0,0,41,1,1,DSL,0,0,1,0,0,1,Anual,0,Cheque,65.0,2531.8,2.135348226018397
193,0303-WMMRN,0,Masculino,0,0,0,5,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque,19.25,86.05,0.6323915900131406
194,0305-SQECB,0,Femenino,0,0,1,11,0,2,DSL,1,0,0,1,0,0,Anual,1,Cheque,36.05,402.6,1.1842969776609722
195,0306-JAELE,1,Masculino,0,0,0,5,1,0,Fibra óptica,0,0,0,1,1,1,Mensual,1,Cheque electrónico,96.1,453.4,3.157030223390276
196,0307-BCOPK,0,Femenino,0,0,0,16,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,19.05,326.65,0.6258212877792378
197,0308-GIQJT,0,Masculino,1,0,0,71,1,1,Fibra óptica,0,1,0,1,1,1,Anual,0,Tranferencia electrónica,105.75,7382.85,3.474047306176084
198,0308-IVGOK,0,Femenino,0,0,0,11,0,2,DSL,0,1,1,1,0,0,Anual,1,TDC,40.4,422.6,1.3272010512483574
199,0310-MVLET,1,Femenino,0,1,1,61,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,99.15,6010.05,3.257227332457293
200,0310-SUCIN,0,Femenino,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Anual,1,Tranferencia electrónica,84.8,6046.1,2.78580814717477
201,0310-VQXAM,0,Masculino,0,0,0,9,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.85,178.8,0.6521024967148489
202,0311-QYWSS,0,Femenino,0,0,0,6,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque electrónico,49.45,314.6,1.6245072273324572
203,0311-UNPFF,1,Femenino,0,0,0,26,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,1,Tranferencia electrónica,88.8,2274.35,2.917214191852825
204,0314-TKOSI,0,Femenino,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensual,0,Cheque,55.15,322.9,1.8117608409986858
205,0315-LVCRK,0,Masculino,0,0,0,11,1,0,Fibra óptica,0,0,1,0,0,1,Mensual,0,Cheque electrónico,84.8,888.75,2.78580814717477
206,0318-QUUOB,1,Masculino,0,1,0,1,1,0,Fibra óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,80.55,80.55,2.646189224704336
207,0318-ZOPWS,0,Femenino,0,1,0,49,1,0,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,20.15,973.35,0.6619579500657029
208,0319-QZTCO,0,Femenino,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Mensual,1,TDC,58.7,168.6,1.92838370565046
209,0320-DWVTU,0,Femenino,0,0,0,53,1,0,Fibra óptica,1,1,1,1,0,1,Bienal,0,Cheque,99.5,5424.25,3.2687253613666227
210,0320-JDNQG,1,Masculino,0,1,1,23,1,0,Fibra óptica,1,0,0,1,1,1,Mensual,1,Cheque electrónico,99.85,2331.3,3.2802233902759523
211,0322-CHQRU,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,45.35,89.5,1.4898160315374507
212,0322-YINQP,1,Masculino,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque,48.55,48.55,1.5949408672798948
213,0323-XWWTN,0,Masculino,0,0,1,3,1,1,No,2,2,2,2,2,2,Bienal,1,Cheque,26.4,121.25,0.8672798948751642
214,0324-BRPCJ,1,Femenino,1,1,0,68,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,100.2,6851.65,3.2917214191852824
215,0325-XBFAC,1,Masculino,0,0,0,8,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,94.7,740.3,3.1110381077529565
216,0326-VDYXE,0,Femenino,0,1,0,70,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,Cheque electrónico,97.65,6982.5,3.2079500657030224
217,0327-WFZSY,0,Masculino,0,1,1,39,1,1,Fibra óptica,0,0,1,0,1,1,Anual,0,Cheque electrónico,100.0,3835.55,3.2851511169513796
218,0328-GRPMV,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,70.1,70.1,2.302890932982917
220,0329-GTIAJ,1,Femenino,0,0,0,3,1,0,Fibra óptica,0,1,0,1,1,1,Mensual,1,Cheque electrónico,97.9,315.3,3.2161629434954007
221,0330-BGYZE,0,Masculino,0,1,0,60,1,1,Fibra óptica,0,1,1,0,1,1,Anual,0,Tranferencia electrónica,102.5,6157.6,3.367279894875164
222,0330-IVZHA,1,Femenino,0,1,0,5,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,69.95,330.15,2.29796320630749
223,0334-GDDSO,1,Masculino,1,0,0,3,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,81.35,233.7,2.672470433639947
224,0334-ZFJSR,0,Femenino,0,1,0,55,1,1,DSL,1,1,0,1,0,0,Anual,1,TDC,66.05,3462.1,2.169842312746386
225,0336-KXKFK,0,Masculino,0,0,0,72,0,2,DSL,1,0,1,1,1,1,Bienal,1,TDC,61.2,4390.25,2.0105124835742445
226,0336-PIKEI,0,Masculino,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Bienal,0,Tranferencia electrónica,74.4,5360.75,2.4441524310118266
227,0337-CNPZE,1,Femenino,0,0,0,41,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,106.3,4443.45,3.4921156373193165
228,0343-QLUZP,0,Masculino,0,0,0,60,0,2,DSL,1,1,1,0,0,0,Bienal,0,Tranferencia electrónica,39.6,2424.5,1.3009198423127464
229,0345-HKJVM,1,Femenino,0,0,0,6,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,0,Cheque electrónico,89.3,577.6,2.933639947437582
230,0345-XMMUG,0,Femenino,0,1,0,46,1,1,Fibra óptica,0,1,1,1,1,1,Bienal,1,TDC,108.9,4854.3,3.577529566360053
231,0347-UBKUZ,0,Femenino,0,0,0,15,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.9,320.45,0.6537450722733245
232,0348-SDKOL,1,Femenino,0,1,0,58,1,1,Fibra óptica,0,0,1,1,1,1,Mensual,1,TDC,102.1,5885.4,3.3541392904073586
233,0354-VXMJC,0,Masculino,0,1,1,23,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,19.6,426.65,0.6438896189224704
234,0354-WYROK,1,Femenino,1,1,1,31,1,0,Fibra óptica,0,0,1,1,1,1,Mensual,1,Cheque electrónico,98.9,2911.3,3.2490144546649145
235,0356-ERHVT,0,Masculino,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Mensual,1,Tranferencia electrónica,45.9,521.9,1.5078843626806833
236,0356-OBMAC,0,Femenino,1,0,0,56,1,1,Fibra óptica,0,1,1,1,1,0,Bienal,1,Tranferencia electrónica,99.9,5706.3,3.2818659658344282
237,0357-NVCRI,0,Femenino,0,0,1,25,1,0,No,2,2,2,2,2,2,Mensual,0,TDC,20.05,471.7,0.6586727989487516
238,0361-HJRDX,0,Femenino,0,0,0,68,0,2,DSL,1,1,1,1,1,1,Bienal,0,TDC,64.35,4539.6,2.1139947437582127
239,0362-RAOQO,0,Femenino,0,0,0,40,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,19.65,830.25,0.645532194480946
240,0362-ZBZWJ,1,Masculino,0,0,0,36,1,1,Fibra óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,84.9,3067.2,2.7890932982917214
241,0363-QJVFX,1,Masculino,0,0,0,32,1,1,Fibra óptica,1,1,0,1,1,1,Mensual,1,TDC,108.15,3432.9,3.5528909329829172
242,0363-SVHYR,0,Masculino,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Bienal,0,Tranferencia electrónica,86.85,6263.8,2.853153745072273
243,0365-BZUWY,0,Masculino,0,1,0,17,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,102.55,1742.5,3.3689224704336396
244,0365-GXEZS,0,Masculino,0,1,0,18,1,0,Fibra óptica,0,0,1,1,0,0,Mensual,0,Cheque electrónico,78.2,1468.75,2.568988173455979
245,0365-TRTPY,0,Femenino,0,0,0,37,1,1,Fibra óptica,1,1,1,0,0,0,Mensual,0,Tranferencia electrónica,91.2,3382.3,2.9960578186596583
246,0366-NQSHS,0,Masculino,0,0,0,2,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.35,46.35,0.635676741130092
247,0369-ZGOVK,0,Femenino,0,1,1,28,1,0,Fibra óptica,0,0,0,0,0,0,Anual,1,Tranferencia electrónica,70.4,1992.2,2.3127463863337714
248,0373-AIVNJ,0,Masculino,0,0,0,9,0,2,DSL,1,1,1,0,0,0,Anual,0,Cheque,39.55,373.0,1.2992772667542705
249,0374-AACSZ,0,Femenino,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque electrónico,50.15,50.15,1.6475032851511169
250,0374-FIUCA,0,Masculino,0,1,0,65,1,0,No,2,2,2,2,2,2,Bienal,1,TDC,20.4,1414.45,0.6701708278580814
251,0374-IOEGQ,0,Femenino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electrónico,44.6,122.7,1.4651773981603153
252,0375-HVGXO,1,Femenino,0,0,0,1,0,2,DSL,0,0,0,0,1,0,Mensual,1,Cheque electrónico,34.7,34.7,1.1399474375821288
253,0376-OIWME,0,Masculino,0,1,0,36,1,0,Fibra óptica,1,0,0,0,1,1,Mensual,1,Cheque electrónico,93.6,3366.05,3.0749014454664914
254,0376-YMCJC,1,Masculino,0,0,0,23,1,1,Fibra óptica,0,0,0,1,1,0,Mensual,1,Cheque electrónico,90.6,1943.2,2.9763469119579495
255,0377-JBKKT,0,Masculino,0,1,1,22,1,0,DSL,1,1,0,1,0,0,Mensual,1,Cheque,57.95,1271.8,1.9037450722733247
256,0378-CJKPV,0,Femenino,0,1,0,72,1,1,Fibra óptica,1,1,1,1,1,1,Bienal,0,TDC,112.1,7965.95,3.6826544021024965
257,0378-NHQXU,1,Femenino,0,1,1,17,1,1,Fibra óptica,0,0,1,0,1,0,Mensual,0,Cheque electrónico,88.25,1460.65,2.8991458607095923
258,0378-TOVMS,1,Femenino,0,0,0,3,1,0,Fibra óptica,0,0,0,1,0,1,Mensual,0,Cheque electrónico,85.8,272.2,2.818659658344284
259,0378-XSZPU,1,Masculino,0,1,0,58,1,0,DSL,1,1,1,0,0,0,Anual,0,TDC,60.3,3563.8,1.9809461235216819
260,0379-DJQHR,0,Masculino,0,1,1,67,1,0,DSL,1,1,1,0,1,1,Bienal,0,TDC,81.35,5398.6,2.672470433639947
261,0380-NEAVX,0,Masculino,1,0,0,34,1,0,Fibra óptica,0,1,1,0,1,1,Anual,1,Cheque electrónico,99.85,3343.15,3.2802233902759523
262,0380-ZCSBI,0,Masculino,0,0,0,10,1,0,No,2,2,2,2,2,2,Mensual,0,TDC,20.0,198.7,0.657030223390276
263,0383-CLDDA,0,Femenino,0,0,0,69,1,1,DSL,1,0,1,1,1,1,Bienal,1,TDC,85.35,5897.4,2.8038764783180024
264,0384-LPITE,0,Masculino,0,0,0,40,0,2,DSL,1,1,1,0,1,1,Anual,0,TDC,62.05,2511.55,2.038436268068331
265,0384-RVBPI,0,Masculino,0,0,0,20,1,0,DSL,1,0,1,0,0,1,Mensual,0,TDC,64.4,1398.6,2.1156373193166886
266,0386-CWRGM,0,Femenino,0,1,1,46,1,0,No,2,2,2,2,2,2,Bienal,0,Cheque,19.4,967.85,0.6373193166885676
267,0388-EOPEX,1,Femenino,0,1,0,2,1,0,Fibra óptica,1,0,0,0,0,0,Mensual,1,Cheque electrónico,74.4,139.4,2.4441524310118266
268,0390-DCFDQ,1,Femenino,1,1,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque,70.45,70.45,2.314388961892247
269,0392-BZIUW,0,Femenino,0,1,0,72,1,1,Fibra óptica,1,0,1,0,1,1,Bienal,1,TDC,105.0,7589.8,3.4494086727989486
270,0394-YONDK,0,Masculino,0,1,1,70,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,25.15,1790.15,0.826215505913272
271,0396-HUJBP,0,Femenino,0,0,0,2,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,19.3,44.4,0.6340341655716163
272,0396-UKGAI,0,Masculino,0,0,1,23,1,0,DSL,0,1,0,1,0,0,Mensual,1,Tranferencia electrónica,55.3,1284.2,1.816688567674113
273,0396-YCHWO,0,Masculino,0,1,0,36,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Cheque electrónico,95.4,3474.2,3.134034165571616
274,0397-GZBBC,1,Masculino,1,1,0,59,1,1,Fibra óptica,0,0,0,0,1,1,Mensual,1,Tranferencia electrónica,93.85,5574.75,3.0831143232588696
275,0397-ZXWQF,0,Masculino,0,0,0,67,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,20.5,1430.95,0.6734559789750328
276,0401-WDBXM,0,Masculino,0,1,1,72,1,1,Fibra óptica,1,0,1,0,1,1,Bienal,1,Tranferencia electrónica,105.55,7542.25,3.467477003942181
277,0402-CQAJN,1,Femenino,0,0,0,37,1,1,Fibra óptica,0,1,1,0,1,1,Mensual,1,Tranferencia electrónica,101.9,3545.35,3.347568988173456
278,0402-OAMEN,0,Femenino,0,1,1,72,1,1,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,24.45,1709.1,0.8032194480946123
279,0404-AHASP,0,Masculino,0,1,0,72,1,0,No,2,2,2,2,2,2,Bienal,0,TDC,19.7,1421.9,0.6471747700394218
280,0404-SWRVG,1,Masculino,0,0,0,3,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,74.4,229.55,2.4441524310118266
281,0406-BPDVR,1,Femenino,1,1,0,54,1,1,Fibra óptica,0,1,0,0,1,1,Anual,1,TDC,101.5,5373.1,3.3344283837056503
282,0407-BDJKB,1,Masculino,0,1,0,60,1,1,Fibra óptica,0,1,1,0,1,0,Mensual,1,Cheque electrónico,95.75,5742.9,3.145532194480946
283,0409-WTMPL,0,Femenino,0,1,0,58,1,1,Fibra óptica,1,1,1,0,1,1,Anual,1,TDC,110.65,6526.65,3.6350197109067017
284,0410-IPFTY,0,Femenino,0,1,0,31,1,0,Fibra óptica,0,1,0,0,0,1,Mensual,1,Tranferencia electrónica,83.85,2674.15,2.7545992115637317
285,0411-EZJZE,0,Femenino,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Mensual,1,Cheque electrónico,60.25,170.5,1.9793035479632062
286,0412-UCCNP,0,Masculino,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Bienal,1,Cheque electrónico,59.2,3175.85,1.944809461235217
287,0415-MOSGF,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque,44.4,44.4,1.4586070959264126
288,0419-YAAPX,0,Masculino,0,1,0,49,1,0,Fibra óptica,0,1,0,0,1,0,Mensual,1,TDC,85.3,4297.95,2.802233902759527
289,0420-BWTPW,1,Masculino,0,0,1,8,0,2,DSL,0,0,0,0,0,0,Mensual,0,Cheque,25.5,215.2,0.8377135348226018
290,0420-HLGXF,0,Femenino,1,0,0,39,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,99.75,4036.0,3.2769382391590014
291,0420-TXVSG,0,Masculino,0,1,0,66,1,1,DSL,1,1,1,0,0,0,Bienal,1,TDC,66.1,4428.45,2.1714848883048616
292,0422-OHQHQ,0,Femenino,0,1,1,15,1,0,No,2,2,2,2,2,2,Anual,0,Cheque,20.55,295.95,0.6750985545335085
293,0422-UXFAP,0,Femenino,0,1,0,51,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,Cheque electrónico,98.85,4947.55,3.2473718791064385
294,0423-UDIJQ,0,Masculino,1,0,0,9,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque,49.2,447.9,1.6162943495400788
295,0426-TIRNE,1,Femenino,0,0,0,1,1,0,No,2,2,2,2,2,2,Mensual,0,Cheque,20.9,20.9,0.6865965834428382
296,0428-AXXLJ,0,Masculino,0,0,0,25,1,0,No,2,2,2,2,2,2,Anual,1,Tranferencia electrónica,19.5,516.3,0.640604467805519
297,0428-IKYCP,0,Masculino,0,1,0,22,1,0,Fibra óptica,0,0,1,0,1,0,Mensual,1,Tranferencia electrónica,87.0,1850.65,2.8580814717477003
298,0430-IHCDJ,0,Masculino,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electrónico,49.0,749.25,1.609724047306176
299,0431-APWVY,1,Femenino,0,1,1,28,1,0,Fibra óptica,0,0,0,0,1,1,Anual,1,Tranferencia electrónica,90.1,2598.95,2.9599211563731926
300,0432-CAJZV,0,Masculino,0,0,0,3,1,0,Fibra óptica,0,0,0,0,1,1,Mensual,0,Cheque,90.7,237.65,2.9796320630749014
301,0434-CSFON,0,Femenino,0,1,0,47,1,1,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,100.5,4707.1,3.3015768725361365
302,0436-TWFFZ,0,Femenino,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Bienal,1,Cheque,85.25,5714.2,2.800591327201051
303,0439-IFYUN,0,Femenino,1,0,0,18,1,0,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,74.7,1294.6,2.4540078843626807
304,0440-EKDCF,0,Masculino,0,1,0,62,1,0,DSL,0,1,1,1,0,0,Bienal,1,TDC,60.15,3753.2,1.9760183968462548
305,0440-MOGPM,0,Femenino,0,0,0,41,1,1,DSL,0,1,1,0,1,1,Anual,1,Cheque electrónico,80.55,3263.9,2.646189224704336
306,0440-QEXBZ,0,Femenino,0,0,0,44,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque,50.15,2139.1,1.6475032851511169
307,0440-UEDAI,0,Femenino,0,0,0,53,1,0,Fibra óptica,0,1,1,1,0,1,Anual,1,TDC,94.45,5042.75,3.1028252299605783
308,0442-TDYUO,0,Masculino,0,1,0,48,1,0,No,2,2,2,2,2,2,Bienal,1,Cheque,20.05,1036.0,0.6586727989487516
309,0442-ZXKVS,0,Femenino,1,1,0,54,1,1,Fibra óptica,1,1,1,1,1,1,Anual,1,Tranferencia electrónica,115.6,6431.05,3.7976346911957948
310,0447-BEMNG,1,Femenino,0,1,0,48,0,2,DSL,1,0,1,0,0,1,Mensual,1,Tranferencia electrónica,45.3,2145.0,1.4881734559789748
311,0447-RXSGD,0,Masculino,0,0,0,24,1,1,Fibra óptica,0,1,0,0,1,1,Mensual,1,Tranferencia electrónica,99.65,2404.85,3.27365308804205
313,0454-OKRCT,0,Masculino,0,0,0,33,1,0,Fibra óptica,0,1,0,1,0,0,Bienal,0,Tranferencia electrónica,80.6,2651.1,2.6478318002628116
314,0455-ENTCR,0,Masculino,0,1,0,66,1,1,DSL,1,1,0,1,1,1,Bienal,0,Cheque electrónico,85.25,5538.35,2.800591327201051
315,0455-XFASS,0,Femenino,0,1,1,3,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,69.55,200.2,2.2848226018396844
316,0458-HEUZG,0,Femenino,0,0,0,13,0,2,DSL,0,0,1,1,0,0,Bienal,0,Cheque,35.4,450.4,1.1629434954007885
317,0459-SPZHJ,0,Masculino,0,1,1,63,1,1,DSL,1,1,1,0,1,1,Bienal,0,TDC,83.5,5435.0,2.743101182654402
318,0461-CVKMU,1,Femenino,0,1,1,23,1,0,Fibra óptica,0,1,1,1,0,0,Mensual,0,Cheque electrónico,83.8,1900.25,2.752956636005256
319,0463-TXOAK,0,Masculino,0,0,1,52,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,25.6,1334.5,0.8409986859395532
320,0463-WZZKO,0,Masculino,0,0,0,3,1,0,No,2,2,2,2,2,2,Mensual,1,TDC,20.75,67.1,0.6816688567674113
321,0463-ZSDNT,0,Masculino,0,0,0,10,1,0,DSL,0,0,0,0,0,1,Mensual,1,Tranferencia electrónica,56.75,503.25,1.864323258869908
322,0464-WJTKO,0,Femenino,0,1,1,72,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,20.1,1460.85,0.6603153745072273
323,0468-YRPXN,0,Masculino,0,0,0,29,1,0,Fibra óptica,0,0,1,1,1,1,Mensual,1,TDC,98.8,2807.1,3.245729303547963
324,0471-ARVMX,0,Femenino,1,1,0,62,1,1,Fibra óptica,1,0,1,0,1,1,Anual,1,Cheque electrónico,104.85,6312.9,3.4444809461235213
325,0471-LVHGK,1,Masculino,0,1,0,41,1,1,DSL,0,0,1,0,1,1,Anual,1,Cheque electrónico,73.0,3001.2,2.3981603153745072
326,0475-RIJEP,1,Masculino,0,0,0,43,1,1,Fibra óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,77.85,3365.85,2.557490144546649
327,0479-HMSWA,0,Femenino,0,0,1,26,1,0,Fibra óptica,0,1,1,1,1,1,Bienal,1,Cheque electrónico,105.45,2715.3,3.46419185282523
328,0480-BIXDE,0,Femenino,0,1,0,19,1,0,Fibra óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,96.8,1743.05,3.1800262812089355
329,0480-KYJVA,0,Femenino,0,1,1,72,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,24.25,1784.5,0.7966491458607096
330,0481-SUMCB,0,Femenino,1,0,0,45,1,1,Fibra óptica,0,0,1,0,1,1,Anual,1,Tranferencia electrónica,102.15,4735.35,3.3557818659658345
331,0484-FFVBJ,0,Masculino,0,0,0,32,1,0,DSL,0,0,0,0,1,1,Anual,1,Tranferencia electrónica,64.85,2010.95,2.1304204993429696
332,0484-JPBRU,0,Masculino,0,0,0,41,1,1,No,2,2,2,2,2,2,Mensual,1,Tranferencia electrónica,25.25,996.45,0.8295006570302234
333,0485-ZBSLN,0,Masculino,0,1,1,65,1,1,No,2,2,2,2,2,2,Bienal,0,TDC,24.75,1715.1,0.8130749014454665
334,0486-HECZI,1,Masculino,0,1,0,55,1,1,Fibra óptica,1,1,0,0,1,0,Mensual,1,Cheque electrónico,96.75,5238.9,3.1783837056504596
335,0486-LGCCH,0,Masculino,0,1,1,11,1,0,No,2,2,2,2,2,2,Bienal,0,Cheque,19.65,225.75,0.645532194480946
336,0487-CRLZF,0,Femenino,0,0,0,49,1,0,DSL,0,0,1,1,1,1,Bienal,1,Tranferencia electrónica,74.45,3721.9,2.445795006570302
337,0487-RPVUM,0,Masculino,0,1,0,61,1,1,Fibra óptica,1,0,1,1,1,0,Mensual,0,Tranferencia electrónica,99.4,5943.65,3.2654402102496713
338,0487-VVUVK,0,Masculino,0,1,1,25,1,0,No,2,2,2,2,2,2,Mensual,1,Cheque,19.15,477.6,0.6291064388961891
339,0488-GSLFR,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,69.5,69.5,2.283180026281209
340,0489-WMEMG,0,Femenino,0,0,1,23,1,0,DSL,0,0,0,1,0,0,Anual,1,Cheque electrónico,49.45,1119.35,1.6245072273324572
341,0491-KAPQG,0,Masculino,0,0,0,21,1,1,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,73.7,1558.7,2.421156373193167
342,0495-RVCBF,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,79.7,79.7,2.6182654402102497
343,0495-ZBNGW,1,Masculino,1,1,0,5,1,1,Fibra óptica,0,0,1,0,0,0,Mensual,1,Tranferencia electrónica,79.9,343.95,2.6248357424441524
344,0496-AHOOK,0,Masculino,0,1,0,24,1,0,DSL,1,0,0,1,1,1,Anual,0,Tranferencia electrónica,74.4,1712.9,2.4441524310118266
345,0504-HHAPI,1,Femenino,1,0,0,27,1,1,Fibra óptica,0,0,1,0,0,1,Mensual,0,TDC,88.3,2467.75,2.9007884362680683
346,0505-SPOOW,0,Femenino,0,1,0,70,1,0,No,2,2,2,2,2,2,Bienal,0,Tranferencia electrónica,19.8,1397.65,0.6504599211563732
347,0506-LVNGN,1,Femenino,1,0,0,5,1,0,Fibra óptica,0,0,1,0,0,0,Mensual,1,TDC,75.55,349.65,2.481931668856767
348,0506-YLVKJ,0,Masculino,0,1,1,46,1,0,No,2,2,2,2,2,2,Bienal,1,Cheque,20.2,917.45,0.6636005256241787
349,0508-OOLTO,0,Femenino,0,1,1,2,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,71.65,135.75,2.353810775295664
350,0508-SQWPL,0,Femenino,0,1,1,57,1,0,No,2,2,2,2,2,2,Bienal,1,Tranferencia electrónica,20.1,1087.7,0.6603153745072273
352,0511-JTEOY,1,Femenino,0,0,0,1,1,0,Fibra óptica,0,0,0,0,0,0,Mensual,0,Cheque,71.1,71.1,2.3357424441524306
